Country Code,City,Location,Coordinates,Pollutant,Source Name,Unit,Value,Date Time,Country Label,unknown,AQI_Category
JP,unknown,?????????????????,"33.880833, 130.873056",NO,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????????,"33.898056, 130.81",NO2,japan-soramame,ppm,0.005,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????????,"33.895833, 130.935833",NOX,japan-soramame,ppm,0.013,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????,"42.786944, 141.605",NO2,japan-soramame,ppm,0.004,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????????,"35.653889, 140.097778",NOX,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"35.693889, 140.098333",SO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????4-1,"36.027222, 139.716111",PM2.5,japan-soramame,µg/m³,2.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"35.443333, 139.368056",NO2,japan-soramame,ppm,0.006,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"35.908333, 140.052778",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"35.908333, 140.052778",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"36.175833000000004, 139.75888899999998",SO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????????,"35.1625, 136.901111",SO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????????,"35.134444, 136.883333",NO,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"35.073056, 136.916667",PM2.5,japan-soramame,µg/m³,3.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????????,"35.099722, 136.890278",NO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????,"35.331667, 139.901944",SO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????,"35.319444, 140.056667",PM2.5,japan-soramame,µg/m³,5.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????,"34.236389, 132.583889",NO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????1-1,"34.041667, 131.830278",NOX,japan-soramame,ppm,0.018,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????,"35.774722, 139.621389",NO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"35.616667, 139.722222",CO,japan-soramame,ppm,0.3,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????????,"33.976944, 133.552778",SO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"33.988056, 133.589167",NO,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????????,"33.9475, 133.420833",SO2,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"35.036389, 136.626944",NO2,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"33.421667, 130.519722",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????,"35.716667, 139.816667",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????,"35.716667, 139.816667",NOX,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"35.305833, 137.170278",PM2.5,japan-soramame,µg/m³,3.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"33.231667, 131.595556",NOX,japan-soramame,ppm,0.004,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"33.185556, 131.553889",SO2,japan-soramame,ppm,0.008,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????,"33.215, 131.594722",NOX,japan-soramame,ppm,0.017,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"35.484167, 139.4625",NO2,japan-soramame,ppm,0.005,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"34.515833, 135.737222",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"34.515833, 135.737222",SO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"35.355, 136.614444",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????,"33.030833, 130.437778",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????,"33.026667, 130.44833300000002",CO,japan-soramame,ppm,0.9,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"35.573056, 139.686389",NOX,japan-soramame,ppm,0.01,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"36.500833, 137.863056",NO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"34.843333, 134.7",NO,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"34.843333, 134.7",NO2,japan-soramame,ppm,0.004,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"34.781944, 134.7075",PM2.5,japan-soramame,µg/m³,7.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????1408??,"33.101389, 129.982222",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????1408??,"33.101389, 129.982222",SO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????????,"36.484444, 139.867222",NOX,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????????,"36.558333, 139.885833",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????????,"35.480556, 138.800833",SO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"35.131667, 138.655556",NO2,japan-soramame,ppm,0.01,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????  216-4,"35.154167, 138.6775",NO2,japan-soramame,ppm,0.006,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"36.694722, 137.203333",NO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????97,"36.276111, 139.805",NO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????,"36.405278, 136.464444",NO,japan-soramame,ppm,0.006,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????,"35.261111, 139.155556",NOX,japan-soramame,ppm,0.004,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????????,"34.485278, 134.191111",NO2,japan-soramame,ppm,0.005,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????????,"34.485278, 134.191111",NO,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????4??9-12,"34.722778, 135.417778",NO2,japan-soramame,ppm,0.008,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"38.211944, 140.315556",PM2.5,japan-soramame,µg/m³,6.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????????,"33.955, 131.185",NO2,japan-soramame,ppm,0.004,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????,"35.420556, 136.761111",CO,japan-soramame,ppm,0.2,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"34.681111, 133.988333",NOX,japan-soramame,ppm,0.01,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"34.602778, 133.9375",SO2,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"34.602778, 133.9375",NOX,japan-soramame,ppm,0.009,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"34.639722, 134.052778",SO2,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"34.920833, 137.171111",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"38.108056, 140.870833",PM2.5,japan-soramame,µg/m³,4.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"35.618611, 139.5625",NO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"35.51499999999999, 139.712222",PM2.5,japan-soramame,µg/m³,7.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????,"35.540556, 139.694722",NO,japan-soramame,ppm,0.005,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????????,"35.595556, 139.617222",NO,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????4-129,"35.951667, 139.606944",PM2.5,japan-soramame,µg/m³,2.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????1-21-1,"35.836944, 139.63",NO,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"35.523333, 140.071389",NO,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????20,"37.093611, 140.896111",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????????,"35.902778, 139.634167",NO2,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????4226,"35.9225, 139.5725",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????551,"35.905833, 139.673889",NOX,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????,"36.071667, 139.735",PM2.5,japan-soramame,µg/m³,6.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"34.392222, 132.461111",NO2,japan-soramame,ppm,0.013,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????????,"34.515278, 132.5125",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"34.388889, 132.426111",NOX,japan-soramame,ppm,0.016,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????????,"32.570833, 131.67499999999998",NO2,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????800,"35.251944, 136.239444",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"34.030278, 134.511944",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????????,"35.449722, 137.432222",PM2.5,japan-soramame,µg/m³,5.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"35.775, 140.324722",NOX,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????1-13,"35.791944, 139.474722",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????,"34.666111, 138.055",PM2.5,japan-soramame,µg/m³,3.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????,"34.666111, 138.055",NO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????,"38.754167, 140.301944",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"37.7875, 139.124167",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"36.492222, 140.585833",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"35.149167, 137.067778",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????,"35.89, 139.346667",PM2.5,japan-soramame,µg/m³,3.0,2024-01-16T09:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????,"35.968611, 139.748889",NO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"35.365, 140.070833",NOX,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"35.370556, 139.941389",NOX,japan-soramame,ppm,0.01,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????????,"43.031667, 141.395833",PM2.5,japan-soramame,µg/m³,5.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"35.686111, 139.605556",NO2,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"35.747222, 139.427778",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"35.747222, 139.427778",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????????,"33.063056, 129.86",NO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????2371??,"33.184722, 130.149444",NO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"35.791389, 139.9625",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"35.791389, 139.9625",SO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????,"35.753611, 139.7075",NOX,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????????,"34.115278, 134.546111",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????,"35.896944, 139.966944",SO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????????,"38.055278, 140.768889",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"36.371667, 139.353611",NOX,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????42???1,"35.054722, 136.672222",NO2,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????????,"35.451111, 139.585833",NO,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????????,"35.432778, 139.608889",NO2,japan-soramame,ppm,0.008,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"35.472222, 139.551389",NOX,japan-soramame,ppm,0.007,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????????,"35.4575, 139.486111",NOX,japan-soramame,ppm,0.005,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"35.465556, 139.611667",PM2.5,japan-soramame,µg/m³,9.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"35.225, 139.708333",PM2.5,japan-soramame,µg/m³,4.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"35.219444, 139.631667",NOX,japan-soramame,ppm,0.005,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"35.711111, 139.558333",PM2.5,japan-soramame,µg/m³,3.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"35.677778, 139.880556",NO2,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"36.664167, 136.731111",NO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"33.069167, 131.863333",NO,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????,"35.068333, 134.011389",NOX,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????,"35.068333, 134.011389",NO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"35.170278, 136.743056",PM2.5,japan-soramame,µg/m³,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"34.723611, 137.672778",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????,"35.633333, 139.741667",CO,japan-soramame,ppm,0.2,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"34.4875, 133.949167",SO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"34.453889, 133.909167",SO2,japan-soramame,ppm,0.004,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????????????,"34.203333, 132.221111",PM2.5,japan-soramame,µg/m³,10.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"33.630278, 130.775833",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"33.630278, 130.775833",PM2.5,japan-soramame,µg/m³,10.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????,"33.731667, 135.38",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????,"35.635833, 138.558056",CO,japan-soramame,ppm,0.3,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"34.964444, 136.165",PM2.5,japan-soramame,µg/m³,4.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"42.548333, 141.359167",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????,"36.437222, 140.015833",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????????,"34.929722, 136.9175",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????,"36.199167, 140.288611",NO2,japan-soramame,ppm,0.0,2024-03-07T12:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????????,"34.555278, 135.791944",SO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????349,"33.305, 130.373889",PM2.5,japan-soramame,µg/m³,11.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????1??,"34.708889, 135.262778",NO2,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????,"34.706111, 134.986389",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"33.588333, 130.400833",CO,japan-soramame,ppm,0.2,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"33.550833, 130.436111",PM2.5,japan-soramame,µg/m³,10.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"33.632778, 130.429444",NOX,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????????,"39.679444, 140.130278",NO2,japan-soramame,ppm,0.004,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"39.677222, 140.085278",NOX,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????1,"35.244167, 136.7825",NO,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????147,"43.426667, 141.875",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????  ????,"39.555556, 141.172222",NO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"35.743333, 139.653611",NOX,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????????,"34.0625, 134.165278",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????,"36.171389, 139.559167",SO2,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????????,"31.358611, 131.001667",NO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"38.055, 139.409167",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"40.1675, 140.121667",SO2,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????,"35.696944, 139.977222",NO,japan-soramame,ppm,0.001,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????,"35.688333, 139.996111",NO2,japan-soramame,ppm,0.004,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"34.727778, 135.31999999999996",NOX,japan-soramame,ppm,0.014,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"42.667778, 141.691944",PM2.5,japan-soramame,µg/m³,7.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????5??21??,"42.626944, 141.540833",NO2,japan-soramame,ppm,0.007,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"35.730556, 139.791667",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????,"35.408611, 139.432222",NO2,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????,"35.335556, 139.495",CO,japan-soramame,ppm,0.2,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"34.735, 135.344167",CO,japan-soramame,ppm,0.3,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"34.733889, 135.343889",NO2,japan-soramame,ppm,0.005,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????13,"32.842222, 130.016389",NO,japan-soramame,ppm,0.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????13,"32.842222, 130.016389",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????,"33.608056, 131.133056",NOX,japan-soramame,ppm,0.005,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"34.814167, 137.351389",NOX,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????????,"32.9725, 131.580556",NO2,japan-soramame,ppm,0.003,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????????,"34.721944, 137.450833",PM2.5,japan-soramame,µg/m³,6.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"34.712222, 137.346944",SO2,japan-soramame,ppm,0.002,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"35.081667, 137.143056",CO,japan-soramame,ppm,0.3,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????,"35.893056, 139.798611",PM2.5,japan-soramame,µg/m³,2.0,2024-03-10T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"34.162222, 135.279444",NO2,japan-soramame,ppm,0.006,2023-08-28T09:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"34.162222, 135.279444",NO,japan-soramame,ppm,0.001,2023-08-28T09:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????????,"32.976667, 130.815278",NO,japan-soramame,ppm,0.001,2023-12-28T09:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"32.509167, 130.055833",SO2,japan-soramame,ppm,0.0,2023-12-28T09:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????????,"35.625278, 136.055833",NO,japan-soramame,ppm,0.004,2023-11-07T04:30:00+05:30,Japan,unknown,Good
JP,unknown,??????????????,"35.625278, 136.055833",NO2,japan-soramame,ppm,0.002,2023-11-07T04:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????,"36.161944, 136.228611",NOX,japan-soramame,ppm,0.001,2023-11-07T04:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"34.6275, 135.435556",SO2,japan-soramame,ppm,0.004,2023-10-16T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"34.694167, 135.504167",NO,japan-soramame,ppm,0.003,2023-10-16T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"34.711944, 135.564722",PM2.5,japan-soramame,µg/m³,12.0,2023-10-16T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"34.705833, 135.588611",NO2,japan-soramame,ppm,0.018,2023-10-16T13:30:00+05:30,Japan,unknown,Good
JP,unknown,???????????????,"34.829722, 135.6875",NOX,japan-soramame,ppm,0.018,2023-10-16T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"34.859722, 135.681944",NO,japan-soramame,ppm,0.001,2023-10-16T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"34.400556, 135.301667",PM2.5,japan-soramame,µg/m³,11.0,2023-10-16T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????????,"34.480278, 135.383889",NOX,japan-soramame,ppm,0.025,2023-10-16T13:30:00+05:30,Japan,unknown,Good
JP,unknown,?????????,"34.847778, 135.61277799999996",NO,japan-soramame,ppm,0.002,2023-10-16T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????,"34.865556, 135.649444",NO,japan-soramame,ppm,0.001,2023-10-16T13:30:00+05:30,Japan,unknown,Good
JP,unknown,????????????,"34.612778, 135.588889",NOX,japan-soramame,ppm,0.016,2023-10-16T13:30:00+05:30,Japan,unknown,Good
KW,,Kuwait City,"29.292317, 48.047679",PM2.5,AirNow,µg/m³,38.0,2024-02-22T11:30:00+05:30,Kuwait,unknown,Unhealthy
LA,Bueng Kan,Bueng Kan District Office,"18.358249, 103.652055",CO,Air4Thai,ppm,2.67,2023-06-13T05:30:00+05:30,Lao People's Dem. Rep.,unknown,Good
